"Blooket Import Template",,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3 (Optional)","Answer 4 (Optional)","Time Limit (sec) (Max: 300 seconds)","Correct Answer(s) (Only include Answer #)",,
739,"In a bag of marbles, 40% are yellow. You know there are 20 yellow marbles. How many total marbles are in the bag?",50,,,,60,,,typing
740,"In a bag of marbles, 25% are yellow. You know there are 14 yellow marbles. How many total marbles are in the bag?",56,,,,60,,,typing
741,"In a bag of marbles, 10% are blue. You know there are 8 blue marbles. How many total marbles are in the bag?",80,,,,60,,,typing
742,"In a bag of marbles, 40% are yellow. You know there are 8 yellow marbles. How many total marbles are in the bag?",20,,,,60,,,typing
743,"In a bag of marbles, 70% are black. You know there are 35 black marbles. How many total marbles are in the bag?",50,,,,60,,,typing
744,"In a bag of marbles, 50% are yellow. You know there are 42 yellow marbles. How many total marbles are in the bag?",84,,,,60,,,typing
745,"In a bag of marbles, 70% are violet. You know there are 49 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
746,"In a bag of marbles, 20% are red. You know there are 6 red marbles. How many total marbles are in the bag?",30,,,,60,,,typing
747,"In a bag of marbles, 20% are orange. You know there are 14 orange marbles. How many total marbles are in the bag?",70,,,,60,,,typing
748,"In a bag of marbles, 30% are red. You know there are 6 red marbles. How many total marbles are in the bag?",20,,,,60,,,typing
749,"In a bag of marbles, 20% are yellow. You know there are 9 yellow marbles. How many total marbles are in the bag?",45,,,,60,,,typing
750,"In a bag of marbles, 40% are green. You know there are 32 green marbles. How many total marbles are in the bag?",80,,,,60,,,typing
751,"In a bag of marbles, 30% are yellow. You know there are 21 yellow marbles. How many total marbles are in the bag?",70,,,,60,,,typing
752,"In a bag of marbles, 30% are yellow. You know there are 21 yellow marbles. How many total marbles are in the bag?",70,,,,60,,,typing
753,"In a bag of marbles, 25% are red. You know there are 13 red marbles. How many total marbles are in the bag?",52,,,,60,,,typing
754,"In a bag of marbles, 25% are blue. You know there are 21 blue marbles. How many total marbles are in the bag?",84,,,,60,,,typing
755,"In a bag of marbles, 10% are yellow. You know there are 4 yellow marbles. How many total marbles are in the bag?",40,,,,60,,,typing
756,"In a bag of marbles, 70% are green. You know there are 35 green marbles. How many total marbles are in the bag?",50,,,,60,,,typing
757,"In a bag of marbles, 25% are black. You know there are 19 black marbles. How many total marbles are in the bag?",76,,,,60,,,typing
758,"In a bag of marbles, 40% are blue. You know there are 12 blue marbles. How many total marbles are in the bag?",30,,,,60,,,typing
759,"In a bag of marbles, 75% are yellow. You know there are 69 yellow marbles. How many total marbles are in the bag?",92,,,,60,,,typing
760,"In a bag of marbles, 40% are red. You know there are 14 red marbles. How many total marbles are in the bag?",35,,,,60,,,typing
761,"In a bag of marbles, 60% are red. You know there are 54 red marbles. How many total marbles are in the bag?",90,,,,60,,,typing
762,"In a bag of marbles, 20% are red. You know there are 7 red marbles. How many total marbles are in the bag?",35,,,,60,,,typing
763,"In a bag of marbles, 30% are blue. You know there are 12 blue marbles. How many total marbles are in the bag?",40,,,,60,,,typing
764,"In a bag of marbles, 20% are orange. You know there are 9 orange marbles. How many total marbles are in the bag?",45,,,,60,,,typing
765,"In a bag of marbles, 60% are blue. You know there are 54 blue marbles. How many total marbles are in the bag?",90,,,,60,,,typing
766,"In a bag of marbles, 50% are green. You know there are 25 green marbles. How many total marbles are in the bag?",50,,,,60,,,typing
767,"In a bag of marbles, 60% are blue. You know there are 30 blue marbles. How many total marbles are in the bag?",50,,,,60,,,typing
768,"In a bag of marbles, 25% are orange. You know there are 14 orange marbles. How many total marbles are in the bag?",56,,,,60,,,typing
769,"In a bag of marbles, 25% are orange. You know there are 24 orange marbles. How many total marbles are in the bag?",96,,,,60,,,typing
770,"In a bag of marbles, 25% are white. You know there are 5 white marbles. How many total marbles are in the bag?",20,,,,60,,,typing
771,"In a bag of marbles, 10% are orange. You know there are 3 orange marbles. How many total marbles are in the bag?",30,,,,60,,,typing
772,"In a bag of marbles, 25% are red. You know there are 22 red marbles. How many total marbles are in the bag?",88,,,,60,,,typing
773,"In a bag of marbles, 50% are white. You know there are 12 white marbles. How many total marbles are in the bag?",24,,,,60,,,typing
774,"In a bag of marbles, 30% are black. You know there are 6 black marbles. How many total marbles are in the bag?",20,,,,60,,,typing
775,"In a bag of marbles, 70% are black. You know there are 49 black marbles. How many total marbles are in the bag?",70,,,,60,,,typing
776,"In a bag of marbles, 60% are orange. You know there are 21 orange marbles. How many total marbles are in the bag?",35,,,,60,,,typing
777,"In a bag of marbles, 20% are blue. You know there are 18 blue marbles. How many total marbles are in the bag?",90,,,,60,,,typing
778,"In a bag of marbles, 50% are violet. You know there are 36 violet marbles. How many total marbles are in the bag?",72,,,,60,,,typing
779,"In a bag of marbles, 30% are white. You know there are 9 white marbles. How many total marbles are in the bag?",30,,,,60,,,typing
780,"In a bag of marbles, 50% are yellow. You know there are 10 yellow marbles. How many total marbles are in the bag?",20,,,,60,,,typing
781,"In a bag of marbles, 40% are red. You know there are 14 red marbles. How many total marbles are in the bag?",35,,,,60,,,typing
782,"In a bag of marbles, 10% are white. You know there are 5 white marbles. How many total marbles are in the bag?",50,,,,60,,,typing
783,"In a bag of marbles, 60% are orange. You know there are 48 orange marbles. How many total marbles are in the bag?",80,,,,60,,,typing
784,"In a bag of marbles, 40% are white. You know there are 18 white marbles. How many total marbles are in the bag?",45,,,,60,,,typing
785,"In a bag of marbles, 40% are black. You know there are 22 black marbles. How many total marbles are in the bag?",55,,,,60,,,typing
786,"In a bag of marbles, 10% are yellow. You know there are 9 yellow marbles. How many total marbles are in the bag?",90,,,,60,,,typing
787,"In a bag of marbles, 20% are black. You know there are 6 black marbles. How many total marbles are in the bag?",30,,,,60,,,typing
788,"In a bag of marbles, 50% are blue. You know there are 27 blue marbles. How many total marbles are in the bag?",54,,,,60,,,typing
789,"In a bag of marbles, 70% are violet. You know there are 35 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
790,"In a bag of marbles, 50% are white. You know there are 39 white marbles. How many total marbles are in the bag?",78,,,,60,,,typing
791,"In a bag of marbles, 50% are orange. You know there are 26 orange marbles. How many total marbles are in the bag?",52,,,,60,,,typing
792,"In a bag of marbles, 50% are violet. You know there are 29 violet marbles. How many total marbles are in the bag?",58,,,,60,,,typing
793,"In a bag of marbles, 40% are violet. You know there are 32 violet marbles. How many total marbles are in the bag?",80,,,,60,,,typing
794,"In a bag of marbles, 20% are blue. You know there are 11 blue marbles. How many total marbles are in the bag?",55,,,,60,,,typing
795,"In a bag of marbles, 60% are blue. You know there are 12 blue marbles. How many total marbles are in the bag?",20,,,,60,,,typing
796,"In a bag of marbles, 10% are green. You know there are 9 green marbles. How many total marbles are in the bag?",90,,,,60,,,typing
797,"In a bag of marbles, 25% are white. You know there are 8 white marbles. How many total marbles are in the bag?",32,,,,60,,,typing
798,"In a bag of marbles, 25% are red. You know there are 12 red marbles. How many total marbles are in the bag?",48,,,,60,,,typing
799,"In a bag of marbles, 60% are red. You know there are 42 red marbles. How many total marbles are in the bag?",70,,,,60,,,typing
800,"In a bag of marbles, 60% are black. You know there are 33 black marbles. How many total marbles are in the bag?",55,,,,60,,,typing
801,"In a bag of marbles, 75% are white. You know there are 30 white marbles. How many total marbles are in the bag?",40,,,,60,,,typing
802,"In a bag of marbles, 25% are white. You know there are 7 white marbles. How many total marbles are in the bag?",28,,,,60,,,typing
803,"In a bag of marbles, 20% are black. You know there are 17 black marbles. How many total marbles are in the bag?",85,,,,60,,,typing
804,"In a bag of marbles, 40% are yellow. You know there are 24 yellow marbles. How many total marbles are in the bag?",60,,,,60,,,typing
805,"In a bag of marbles, 70% are orange. You know there are 35 orange marbles. How many total marbles are in the bag?",50,,,,60,,,typing
806,"In a bag of marbles, 75% are red. You know there are 69 red marbles. How many total marbles are in the bag?",92,,,,60,,,typing
807,"In a bag of marbles, 10% are blue. You know there are 9 blue marbles. How many total marbles are in the bag?",90,,,,60,,,typing
808,"In a bag of marbles, 75% are red. You know there are 39 red marbles. How many total marbles are in the bag?",52,,,,60,,,typing
809,"In a bag of marbles, 10% are blue. You know there are 6 blue marbles. How many total marbles are in the bag?",60,,,,60,,,typing
810,"In a bag of marbles, 60% are blue. You know there are 33 blue marbles. How many total marbles are in the bag?",55,,,,60,,,typing
811,"In a bag of marbles, 10% are violet. You know there are 9 violet marbles. How many total marbles are in the bag?",90,,,,60,,,typing
812,"In a bag of marbles, 25% are black. You know there are 24 black marbles. How many total marbles are in the bag?",96,,,,60,,,typing
813,"In a bag of marbles, 20% are red. You know there are 9 red marbles. How many total marbles are in the bag?",45,,,,60,,,typing
814,"In a bag of marbles, 70% are blue. You know there are 49 blue marbles. How many total marbles are in the bag?",70,,,,60,,,typing
815,"In a bag of marbles, 25% are orange. You know there are 5 orange marbles. How many total marbles are in the bag?",20,,,,60,,,typing
816,"In a bag of marbles, 75% are yellow. You know there are 57 yellow marbles. How many total marbles are in the bag?",76,,,,60,,,typing
817,"In a bag of marbles, 70% are yellow. You know there are 21 yellow marbles. How many total marbles are in the bag?",30,,,,60,,,typing
818,"In a bag of marbles, 40% are black. You know there are 38 black marbles. How many total marbles are in the bag?",95,,,,60,,,typing
819,"In a bag of marbles, 20% are violet. You know there are 10 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
820,"In a bag of marbles, 70% are orange. You know there are 28 orange marbles. How many total marbles are in the bag?",40,,,,60,,,typing
821,"In a bag of marbles, 50% are orange. You know there are 30 orange marbles. How many total marbles are in the bag?",60,,,,60,,,typing
822,"In a bag of marbles, 75% are black. You know there are 48 black marbles. How many total marbles are in the bag?",64,,,,60,,,typing
823,"In a bag of marbles, 70% are orange. You know there are 35 orange marbles. How many total marbles are in the bag?",50,,,,60,,,typing
824,"In a bag of marbles, 10% are black. You know there are 8 black marbles. How many total marbles are in the bag?",80,,,,60,,,typing
825,"In a bag of marbles, 20% are blue. You know there are 6 blue marbles. How many total marbles are in the bag?",30,,,,60,,,typing
826,"In a bag of marbles, 50% are orange. You know there are 32 orange marbles. How many total marbles are in the bag?",64,,,,60,,,typing
827,"In a bag of marbles, 60% are blue. You know there are 18 blue marbles. How many total marbles are in the bag?",30,,,,60,,,typing
828,"In a bag of marbles, 50% are yellow. You know there are 48 yellow marbles. How many total marbles are in the bag?",96,,,,60,,,typing
829,"In a bag of marbles, 60% are white. You know there are 57 white marbles. How many total marbles are in the bag?",95,,,,60,,,typing
830,"In a bag of marbles, 20% are black. You know there are 6 black marbles. How many total marbles are in the bag?",30,,,,60,,,typing
831,"In a bag of marbles, 60% are blue. You know there are 45 blue marbles. How many total marbles are in the bag?",75,,,,60,,,typing
832,"In a bag of marbles, 25% are blue. You know there are 10 blue marbles. How many total marbles are in the bag?",40,,,,60,,,typing
833,"In a bag of marbles, 20% are blue. You know there are 6 blue marbles. How many total marbles are in the bag?",30,,,,60,,,typing
834,"In a bag of marbles, 25% are violet. You know there are 17 violet marbles. How many total marbles are in the bag?",68,,,,60,,,typing
835,"In a bag of marbles, 40% are blue. You know there are 36 blue marbles. How many total marbles are in the bag?",90,,,,60,,,typing
836,"In a bag of marbles, 10% are green. You know there are 8 green marbles. How many total marbles are in the bag?",80,,,,60,,,typing
837,"In a bag of marbles, 20% are blue. You know there are 12 blue marbles. How many total marbles are in the bag?",60,,,,60,,,typing
838,"In a bag of marbles, 10% are orange. You know there are 7 orange marbles. How many total marbles are in the bag?",70,,,,60,,,typing
839,"In a bag of marbles, 30% are red. You know there are 18 red marbles. How many total marbles are in the bag?",60,,,,60,,,typing
840,"In a bag of marbles, 70% are violet. You know there are 14 violet marbles. How many total marbles are in the bag?",20,,,,60,,,typing
841,"In a bag of marbles, 50% are black. You know there are 47 black marbles. How many total marbles are in the bag?",94,,,,60,,,typing
842,"In a bag of marbles, 60% are black. You know there are 42 black marbles. How many total marbles are in the bag?",70,,,,60,,,typing
843,"In a bag of marbles, 50% are green. You know there are 12 green marbles. How many total marbles are in the bag?",24,,,,60,,,typing
844,"In a bag of marbles, 30% are blue. You know there are 24 blue marbles. How many total marbles are in the bag?",80,,,,60,,,typing
845,"In a bag of marbles, 30% are yellow. You know there are 15 yellow marbles. How many total marbles are in the bag?",50,,,,60,,,typing
846,"In a bag of marbles, 60% are blue. You know there are 45 blue marbles. How many total marbles are in the bag?",75,,,,60,,,typing
847,"In a bag of marbles, 40% are orange. You know there are 22 orange marbles. How many total marbles are in the bag?",55,,,,60,,,typing
848,"In a bag of marbles, 50% are red. You know there are 43 red marbles. How many total marbles are in the bag?",86,,,,60,,,typing
849,"In a bag of marbles, 25% are violet. You know there are 20 violet marbles. How many total marbles are in the bag?",80,,,,60,,,typing
850,"In a bag of marbles, 70% are white. You know there are 42 white marbles. How many total marbles are in the bag?",60,,,,60,,,typing
851,"In a bag of marbles, 50% are yellow. You know there are 38 yellow marbles. How many total marbles are in the bag?",76,,,,60,,,typing
852,"In a bag of marbles, 75% are black. You know there are 36 black marbles. How many total marbles are in the bag?",48,,,,60,,,typing
853,"In a bag of marbles, 25% are yellow. You know there are 7 yellow marbles. How many total marbles are in the bag?",28,,,,60,,,typing
854,"In a bag of marbles, 50% are violet. You know there are 13 violet marbles. How many total marbles are in the bag?",26,,,,60,,,typing
855,"In a bag of marbles, 20% are yellow. You know there are 11 yellow marbles. How many total marbles are in the bag?",55,,,,60,,,typing
856,"In a bag of marbles, 40% are violet. You know there are 32 violet marbles. How many total marbles are in the bag?",80,,,,60,,,typing
857,"In a bag of marbles, 30% are orange. You know there are 6 orange marbles. How many total marbles are in the bag?",20,,,,60,,,typing
858,"In a bag of marbles, 75% are orange. You know there are 66 orange marbles. How many total marbles are in the bag?",88,,,,60,,,typing
859,"In a bag of marbles, 30% are yellow. You know there are 18 yellow marbles. How many total marbles are in the bag?",60,,,,60,,,typing
860,"In a bag of marbles, 70% are black. You know there are 56 black marbles. How many total marbles are in the bag?",80,,,,60,,,typing
861,"In a bag of marbles, 50% are blue. You know there are 15 blue marbles. How many total marbles are in the bag?",30,,,,60,,,typing
862,"In a bag of marbles, 70% are blue. You know there are 42 blue marbles. How many total marbles are in the bag?",60,,,,60,,,typing
863,"In a bag of marbles, 50% are orange. You know there are 41 orange marbles. How many total marbles are in the bag?",82,,,,60,,,typing
864,"In a bag of marbles, 25% are black. You know there are 15 black marbles. How many total marbles are in the bag?",60,,,,60,,,typing
865,"In a bag of marbles, 20% are white. You know there are 17 white marbles. How many total marbles are in the bag?",85,,,,60,,,typing
866,"In a bag of marbles, 20% are red. You know there are 8 red marbles. How many total marbles are in the bag?",40,,,,60,,,typing
867,"In a bag of marbles, 75% are green. You know there are 18 green marbles. How many total marbles are in the bag?",24,,,,60,,,typing
868,"In a bag of marbles, 70% are violet. You know there are 14 violet marbles. How many total marbles are in the bag?",20,,,,60,,,typing
869,"In a bag of marbles, 60% are blue. You know there are 24 blue marbles. How many total marbles are in the bag?",40,,,,60,,,typing
870,"In a bag of marbles, 60% are orange. You know there are 24 orange marbles. How many total marbles are in the bag?",40,,,,60,,,typing
871,"In a bag of marbles, 30% are black. You know there are 15 black marbles. How many total marbles are in the bag?",50,,,,60,,,typing
872,"In a bag of marbles, 50% are orange. You know there are 12 orange marbles. How many total marbles are in the bag?",24,,,,60,,,typing
873,"In a bag of marbles, 50% are white. You know there are 35 white marbles. How many total marbles are in the bag?",70,,,,60,,,typing
874,"In a bag of marbles, 25% are green. You know there are 22 green marbles. How many total marbles are in the bag?",88,,,,60,,,typing
875,"In a bag of marbles, 20% are blue. You know there are 18 blue marbles. How many total marbles are in the bag?",90,,,,60,,,typing
876,"In a bag of marbles, 70% are red. You know there are 49 red marbles. How many total marbles are in the bag?",70,,,,60,,,typing
877,"In a bag of marbles, 10% are black. You know there are 2 black marbles. How many total marbles are in the bag?",20,,,,60,,,typing
878,"In a bag of marbles, 75% are white. You know there are 66 white marbles. How many total marbles are in the bag?",88,,,,60,,,typing
879,"In a bag of marbles, 10% are black. You know there are 8 black marbles. How many total marbles are in the bag?",80,,,,60,,,typing
880,"In a bag of marbles, 10% are red. You know there are 4 red marbles. How many total marbles are in the bag?",40,,,,60,,,typing
881,"In a bag of marbles, 60% are orange. You know there are 21 orange marbles. How many total marbles are in the bag?",35,,,,60,,,typing
882,"In a bag of marbles, 70% are red. You know there are 28 red marbles. How many total marbles are in the bag?",40,,,,60,,,typing
883,"In a bag of marbles, 30% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
884,"In a bag of marbles, 50% are orange. You know there are 13 orange marbles. How many total marbles are in the bag?",26,,,,60,,,typing
885,"In a bag of marbles, 20% are orange. You know there are 15 orange marbles. How many total marbles are in the bag?",75,,,,60,,,typing
886,"In a bag of marbles, 75% are red. You know there are 18 red marbles. How many total marbles are in the bag?",24,,,,60,,,typing
887,"In a bag of marbles, 40% are violet. You know there are 20 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
888,"In a bag of marbles, 70% are green. You know there are 56 green marbles. How many total marbles are in the bag?",80,,,,60,,,typing
889,"In a bag of marbles, 25% are red. You know there are 11 red marbles. How many total marbles are in the bag?",44,,,,60,,,typing
890,"In a bag of marbles, 70% are yellow. You know there are 56 yellow marbles. How many total marbles are in the bag?",80,,,,60,,,typing
891,"In a bag of marbles, 70% are black. You know there are 49 black marbles. How many total marbles are in the bag?",70,,,,60,,,typing
892,"In a bag of marbles, 60% are violet. You know there are 51 violet marbles. How many total marbles are in the bag?",85,,,,60,,,typing
893,"In a bag of marbles, 10% are violet. You know there are 6 violet marbles. How many total marbles are in the bag?",60,,,,60,,,typing
894,"In a bag of marbles, 10% are yellow. You know there are 3 yellow marbles. How many total marbles are in the bag?",30,,,,60,,,typing
895,"In a bag of marbles, 25% are yellow. You know there are 16 yellow marbles. How many total marbles are in the bag?",64,,,,60,,,typing
896,"In a bag of marbles, 30% are red. You know there are 27 red marbles. How many total marbles are in the bag?",90,,,,60,,,typing
897,"In a bag of marbles, 30% are black. You know there are 12 black marbles. How many total marbles are in the bag?",40,,,,60,,,typing
898,"In a bag of marbles, 10% are blue. You know there are 5 blue marbles. How many total marbles are in the bag?",50,,,,60,,,typing
899,"In a bag of marbles, 50% are blue. You know there are 14 blue marbles. How many total marbles are in the bag?",28,,,,60,,,typing
900,"In a bag of marbles, 25% are yellow. You know there are 5 yellow marbles. How many total marbles are in the bag?",20,,,,60,,,typing
901,"In a bag of marbles, 40% are black. You know there are 22 black marbles. How many total marbles are in the bag?",55,,,,60,,,typing
902,"In a bag of marbles, 75% are red. You know there are 39 red marbles. How many total marbles are in the bag?",52,,,,60,,,typing
903,"In a bag of marbles, 40% are red. You know there are 28 red marbles. How many total marbles are in the bag?",70,,,,60,,,typing
904,"In a bag of marbles, 70% are yellow. You know there are 49 yellow marbles. How many total marbles are in the bag?",70,,,,60,,,typing
905,"In a bag of marbles, 75% are orange. You know there are 21 orange marbles. How many total marbles are in the bag?",28,,,,60,,,typing
906,"In a bag of marbles, 70% are violet. You know there are 35 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
907,"In a bag of marbles, 50% are green. You know there are 45 green marbles. How many total marbles are in the bag?",90,,,,60,,,typing
908,"In a bag of marbles, 40% are yellow. You know there are 34 yellow marbles. How many total marbles are in the bag?",85,,,,60,,,typing
909,"In a bag of marbles, 70% are blue. You know there are 14 blue marbles. How many total marbles are in the bag?",20,,,,60,,,typing
910,"In a bag of marbles, 25% are blue. You know there are 12 blue marbles. How many total marbles are in the bag?",48,,,,60,,,typing
911,"In a bag of marbles, 75% are violet. You know there are 63 violet marbles. How many total marbles are in the bag?",84,,,,60,,,typing
912,"In a bag of marbles, 20% are white. You know there are 5 white marbles. How many total marbles are in the bag?",25,,,,60,,,typing
913,"In a bag of marbles, 50% are white. You know there are 30 white marbles. How many total marbles are in the bag?",60,,,,60,,,typing
914,"In a bag of marbles, 30% are orange. You know there are 27 orange marbles. How many total marbles are in the bag?",90,,,,60,,,typing
915,"In a bag of marbles, 70% are orange. You know there are 21 orange marbles. How many total marbles are in the bag?",30,,,,60,,,typing
916,"In a bag of marbles, 60% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",35,,,,60,,,typing
917,"In a bag of marbles, 40% are violet. You know there are 36 violet marbles. How many total marbles are in the bag?",90,,,,60,,,typing
918,"In a bag of marbles, 30% are violet. You know there are 15 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
919,"In a bag of marbles, 30% are red. You know there are 15 red marbles. How many total marbles are in the bag?",50,,,,60,,,typing
920,"In a bag of marbles, 60% are orange. You know there are 57 orange marbles. How many total marbles are in the bag?",95,,,,60,,,typing
921,"In a bag of marbles, 20% are red. You know there are 12 red marbles. How many total marbles are in the bag?",60,,,,60,,,typing
922,"In a bag of marbles, 40% are green. You know there are 20 green marbles. How many total marbles are in the bag?",50,,,,60,,,typing
923,"In a bag of marbles, 20% are orange. You know there are 17 orange marbles. How many total marbles are in the bag?",85,,,,60,,,typing
924,"In a bag of marbles, 75% are white. You know there are 24 white marbles. How many total marbles are in the bag?",32,,,,60,,,typing
925,"In a bag of marbles, 10% are black. You know there are 5 black marbles. How many total marbles are in the bag?",50,,,,60,,,typing
926,"In a bag of marbles, 70% are blue. You know there are 21 blue marbles. How many total marbles are in the bag?",30,,,,60,,,typing
927,"In a bag of marbles, 30% are green. You know there are 6 green marbles. How many total marbles are in the bag?",20,,,,60,,,typing
928,"In a bag of marbles, 20% are blue. You know there are 8 blue marbles. How many total marbles are in the bag?",40,,,,60,,,typing
929,"In a bag of marbles, 70% are yellow. You know there are 14 yellow marbles. How many total marbles are in the bag?",20,,,,60,,,typing
930,"In a bag of marbles, 20% are violet. You know there are 9 violet marbles. How many total marbles are in the bag?",45,,,,60,,,typing
931,"In a bag of marbles, 25% are green. You know there are 19 green marbles. How many total marbles are in the bag?",76,,,,60,,,typing
932,"In a bag of marbles, 75% are black. You know there are 63 black marbles. How many total marbles are in the bag?",84,,,,60,,,typing
933,"In a bag of marbles, 70% are violet. You know there are 35 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
934,"In a bag of marbles, 20% are black. You know there are 18 black marbles. How many total marbles are in the bag?",90,,,,60,,,typing
935,"In a bag of marbles, 20% are blue. You know there are 14 blue marbles. How many total marbles are in the bag?",70,,,,60,,,typing
936,"In a bag of marbles, 50% are white. You know there are 13 white marbles. How many total marbles are in the bag?",26,,,,60,,,typing
937,"In a bag of marbles, 40% are white. You know there are 20 white marbles. How many total marbles are in the bag?",50,,,,60,,,typing
938,"In a bag of marbles, 10% are violet. You know there are 5 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
939,"In a bag of marbles, 25% are blue. You know there are 8 blue marbles. How many total marbles are in the bag?",32,,,,60,,,typing
940,"In a bag of marbles, 60% are red. You know there are 42 red marbles. How many total marbles are in the bag?",70,,,,60,,,typing
941,"In a bag of marbles, 25% are green. You know there are 5 green marbles. How many total marbles are in the bag?",20,,,,60,,,typing
942,"In a bag of marbles, 10% are red. You know there are 3 red marbles. How many total marbles are in the bag?",30,,,,60,,,typing
943,"In a bag of marbles, 60% are yellow. You know there are 18 yellow marbles. How many total marbles are in the bag?",30,,,,60,,,typing
944,"In a bag of marbles, 75% are white. You know there are 51 white marbles. How many total marbles are in the bag?",68,,,,60,,,typing
945,"In a bag of marbles, 50% are orange. You know there are 40 orange marbles. How many total marbles are in the bag?",80,,,,60,,,typing
946,"In a bag of marbles, 30% are blue. You know there are 15 blue marbles. How many total marbles are in the bag?",50,,,,60,,,typing
947,"In a bag of marbles, 60% are white. You know there are 27 white marbles. How many total marbles are in the bag?",45,,,,60,,,typing
948,"In a bag of marbles, 70% are black. You know there are 49 black marbles. How many total marbles are in the bag?",70,,,,60,,,typing
949,"In a bag of marbles, 10% are black. You know there are 9 black marbles. How many total marbles are in the bag?",90,,,,60,,,typing
950,"In a bag of marbles, 75% are white. You know there are 39 white marbles. How many total marbles are in the bag?",52,,,,60,,,typing
951,"In a bag of marbles, 25% are red. You know there are 24 red marbles. How many total marbles are in the bag?",96,,,,60,,,typing
952,"In a bag of marbles, 70% are violet. You know there are 49 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
953,"In a bag of marbles, 10% are violet. You know there are 8 violet marbles. How many total marbles are in the bag?",80,,,,60,,,typing
954,"In a bag of marbles, 75% are black. You know there are 57 black marbles. How many total marbles are in the bag?",76,,,,60,,,typing
955,"In a bag of marbles, 40% are red. You know there are 12 red marbles. How many total marbles are in the bag?",30,,,,60,,,typing
956,"In a bag of marbles, 10% are blue. You know there are 9 blue marbles. How many total marbles are in the bag?",90,,,,60,,,typing
957,"In a bag of marbles, 30% are orange. You know there are 6 orange marbles. How many total marbles are in the bag?",20,,,,60,,,typing
958,"In a bag of marbles, 25% are black. You know there are 9 black marbles. How many total marbles are in the bag?",36,,,,60,,,typing
959,"In a bag of marbles, 70% are red. You know there are 14 red marbles. How many total marbles are in the bag?",20,,,,60,,,typing
960,"In a bag of marbles, 60% are green. You know there are 24 green marbles. How many total marbles are in the bag?",40,,,,60,,,typing
961,"In a bag of marbles, 30% are red. You know there are 15 red marbles. How many total marbles are in the bag?",50,,,,60,,,typing
962,"In a bag of marbles, 70% are violet. You know there are 28 violet marbles. How many total marbles are in the bag?",40,,,,60,,,typing
963,"In a bag of marbles, 60% are green. You know there are 45 green marbles. How many total marbles are in the bag?",75,,,,60,,,typing
964,"In a bag of marbles, 20% are violet. You know there are 8 violet marbles. How many total marbles are in the bag?",40,,,,60,,,typing
965,"In a bag of marbles, 50% are red. You know there are 46 red marbles. How many total marbles are in the bag?",92,,,,60,,,typing
966,"In a bag of marbles, 60% are violet. You know there are 27 violet marbles. How many total marbles are in the bag?",45,,,,60,,,typing
967,"In a bag of marbles, 10% are orange. You know there are 6 orange marbles. How many total marbles are in the bag?",60,,,,60,,,typing
968,"In a bag of marbles, 40% are orange. You know there are 32 orange marbles. How many total marbles are in the bag?",80,,,,60,,,typing
969,"In a bag of marbles, 25% are blue. You know there are 17 blue marbles. How many total marbles are in the bag?",68,,,,60,,,typing
970,"In a bag of marbles, 70% are black. You know there are 35 black marbles. How many total marbles are in the bag?",50,,,,60,,,typing
971,"In a bag of marbles, 25% are red. You know there are 8 red marbles. How many total marbles are in the bag?",32,,,,60,,,typing
972,"In a bag of marbles, 50% are green. You know there are 46 green marbles. How many total marbles are in the bag?",92,,,,60,,,typing
973,"In a bag of marbles, 30% are violet. You know there are 18 violet marbles. How many total marbles are in the bag?",60,,,,60,,,typing
974,"In a bag of marbles, 70% are blue. You know there are 14 blue marbles. How many total marbles are in the bag?",20,,,,60,,,typing
975,"In a bag of marbles, 70% are violet. You know there are 49 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
976,"In a bag of marbles, 25% are blue. You know there are 17 blue marbles. How many total marbles are in the bag?",68,,,,60,,,typing
977,"In a bag of marbles, 40% are blue. You know there are 18 blue marbles. How many total marbles are in the bag?",45,,,,60,,,typing
978,"In a bag of marbles, 75% are red. You know there are 15 red marbles. How many total marbles are in the bag?",20,,,,60,,,typing
979,"In a bag of marbles, 75% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",28,,,,60,,,typing
980,"In a bag of marbles, 60% are red. You know there are 30 red marbles. How many total marbles are in the bag?",50,,,,60,,,typing
981,"In a bag of marbles, 10% are red. You know there are 4 red marbles. How many total marbles are in the bag?",40,,,,60,,,typing
982,"In a bag of marbles, 25% are white. You know there are 9 white marbles. How many total marbles are in the bag?",36,,,,60,,,typing
983,"In a bag of marbles, 75% are green. You know there are 69 green marbles. How many total marbles are in the bag?",92,,,,60,,,typing
984,"In a bag of marbles, 60% are yellow. You know there are 57 yellow marbles. How many total marbles are in the bag?",95,,,,60,,,typing
