"Blooket
Import Template",,,,,,,,,
813,"Select the growth factor that will model a decrease of 54%",1 + 0.54,1.54,0.46,1.46,12,3,,
814,"Select the growth factor that will model an increase of 87%",0.87,1 - 0.13,1.87,1 - 0.87,12,3,,
815,"Select the growth factor that will model a decrease of 39%",1.61,0.61,1 + 0.61,1 + 0.39,12,2,,
816,"Select the growth factor that will model an increase of 17%",1 - 0.83,1.83,1 + 0.17,1 + 0.83,12,3,,
817,"Select the growth factor that will model an increase of 14%",1 + 0.14,1 + 0.86,0.14,0.86,12,1,,
818,"Select the growth factor that will model an increase of 11%",0.11,1 - 0.89,1.11,0.89,12,3,,
819,"Select the growth factor that will model an increase of 29%",0.71,1 + 0.71,1.71,1.29,12,4,,
820,"Select the growth factor that will model a decrease of 52%",1 - 0.48,1.48,1.52,1 - 0.52,12,4,,
821,"Select the growth factor that will model an increase of 74%",0.26,0.74,1.74,1 + 0.26,12,3,,
822,"Select the growth factor that will model an increase of 99%",1.01,1.99,1 - 0.99,0.01,12,2,,
823,"Select the growth factor that will model an increase of 20%",1 + 0.8,0.2,1 - 0.8,1.2,12,4,,
824,"Select the growth factor that will model a decrease of 58%",1.42,1.58,1 - 0.42,0.42,12,4,,
825,"Select the growth factor that will model a decrease of 83%",1 + 0.83,1 - 0.83,1 + 0.17,1.17,12,2,,
826,"Select the growth factor that will model an increase of 52%",1 - 0.48,0.52,1.52,1.48,12,3,,
827,"Select the growth factor that will model a decrease of 44%",1 + 0.44,1.44,1 - 0.44,1 + 0.56,12,3,,
828,"Select the growth factor that will model an increase of 44%",1 + 0.56,1.44,1.56,0.44,12,2,,
829,"Select the growth factor that will model an increase of 80%",1.2,0.2,1 - 0.8,1.8,12,4,,
830,"Select the growth factor that will model an increase of 32%",1.68,0.32,1 - 0.32,1 + 0.32,12,4,,
831,"Select the growth factor that will model an increase of 93%",1 - 0.93,1.07,1 - 0.07,1 + 0.93,12,4,,
832,"Select the growth factor that will model an increase of 90%",1.9,0.9,1.1,1 - 0.9,12,1,,
833,"Select the growth factor that will model an increase of 28%",1 - 0.28,1.72,1 + 0.28,1 - 0.72,12,3,,
834,"Select the growth factor that will model a decrease of 18%",1 + 0.82,1.82,0.18,0.82,12,4,,
835,"Select the growth factor that will model a decrease of 70%",1 + 0.3,1 - 0.3,0.3,1.7,12,3,,
836,"Select the growth factor that will model a decrease of 16%",0.84,1 + 0.16,1 - 0.84,0.16,12,1,,
837,"Select the growth factor that will model a decrease of 43%",0.43,1.43,0.57,1 + 0.57,12,3,,
838,"Select the growth factor that will model an increase of 76%",1 - 0.76,0.24,1 - 0.24,1 + 0.76,12,4,,
839,"Select the growth factor that will model an increase of 54%",1.54,1 - 0.54,0.54,1 + 0.46,12,1,,
840,"Select the growth factor that will model a decrease of 28%",1 - 0.28,0.28,1.28,1.72,12,1,,
841,"Select the growth factor that will model an increase of 8%",0.08,1.08,1.92,1 + 0.92,12,2,,
842,"Select the growth factor that will model a decrease of 97%",1 + 0.97,1.03,1 + 0.03,0.03,12,4,,
843,"Select the growth factor that will model a decrease of 82%",1 - 0.82,1 - 0.18,1.18,0.82,12,1,,
844,"Select the growth factor that will model an increase of 85%",0.85,1 - 0.85,1 - 0.15,1.85,12,4,,
845,"Select the growth factor that will model an increase of 12%",1 + 0.88,0.12,1.12,1.88,12,3,,
846,"Select the growth factor that will model an increase of 39%",1.61,1 + 0.39,0.39,1 - 0.39,12,2,,
847,"Select the growth factor that will model a decrease of 12%",1 - 0.12,1.88,1.12,1 + 0.12,12,1,,
848,"Select the growth factor that will model a decrease of 36%",0.36,1 + 0.64,1.64,1 - 0.36,12,4,,
849,"Select the growth factor that will model a decrease of 52%",1.48,1 + 0.52,1.52,0.48,12,4,,
850,"Select the growth factor that will model a decrease of 76%",0.24,0.76,1 - 0.24,1 + 0.76,12,1,,
851,"Select the growth factor that will model an increase of 96%",1 + 0.96,1 - 0.96,1 - 0.04,0.04,12,1,,
852,"Select the growth factor that will model a decrease of 62%",0.62,0.38,1 + 0.38,1 + 0.62,12,2,,
853,"Select the growth factor that will model an increase of 75%",0.75,1 - 0.25,1.75,1 + 0.25,12,3,,
854,"Select the growth factor that will model an increase of 89%",1 - 0.89,1 + 0.89,0.11,1.11,12,2,,
855,"Select the growth factor that will model a decrease of 93%",1.93,1 - 0.93,1.07,1 + 0.93,12,2,,
856,"Select the growth factor that will model a decrease of 85%",1 - 0.15,1.15,1 - 0.85,1 + 0.85,12,3,,
857,"Select the growth factor that will model an increase of 46%",1.54,1 - 0.54,1.46,1 + 0.54,12,3,,
858,"Select the growth factor that will model a decrease of 76%",1.76,1 + 0.24,1.24,0.24,12,4,,
859,"Select the growth factor that will model a decrease of 3%",0.03,1.97,1.03,0.97,12,4,,
860,"Select the growth factor that will model a decrease of 26%",1 + 0.74,1.74,0.74,1.26,12,3,,
861,"Select the growth factor that will model a decrease of 58%",1 - 0.58,1 + 0.58,0.58,1 - 0.42,12,1,,
862,"Select the growth factor that will model a decrease of 30%",0.7,1 - 0.7,1.3,1.7,12,1,,
863,"Select the growth factor that will model an increase of 33%",0.33,1.33,1.67,1 + 0.67,12,2,,
864,"Select the growth factor that will model a decrease of 16%",1 - 0.16,1.16,1.84,1 + 0.16,12,1,,
865,"Select the growth factor that will model a decrease of 99%",1 - 0.01,0.01,1.99,1 + 0.01,12,2,,
866,"Select the growth factor that will model a decrease of 35%",0.65,0.35,1.65,1 + 0.65,12,1,,
867,"Select the growth factor that will model a decrease of 92%",0.92,1 - 0.08,1 + 0.92,1 - 0.92,12,4,,
868,"Select the growth factor that will model an increase of 88%",1 + 0.12,0.12,1.12,1 + 0.88,12,4,,
869,"Select the growth factor that will model a decrease of 32%",1 - 0.32,1.68,1.32,1 + 0.32,12,1,,
870,"Select the growth factor that will model an increase of 61%",1 - 0.61,1 - 0.39,1 + 0.61,0.61,12,3,,
871,"Select the growth factor that will model an increase of 57%",1 - 0.57,1 + 0.43,1 + 0.57,0.43,12,3,,
872,"Select the growth factor that will model a decrease of 72%",1 + 0.28,1 + 0.72,1 - 0.28,1 - 0.72,12,4,,
873,"Select the growth factor that will model an increase of 89%",1.89,0.11,1 - 0.89,1 - 0.11,12,1,,
874,"Select the growth factor that will model an increase of 89%",1.89,1 - 0.11,1 - 0.89,0.11,12,1,,
875,"Select the growth factor that will model an increase of 70%",0.7,1 - 0.3,1.7,1.3,12,3,,
876,"Select the growth factor that will model a decrease of 65%",1 + 0.35,1.65,0.35,1.35,12,3,,
877,"Select the growth factor that will model an increase of 11%",1.11,1 - 0.11,1 + 0.89,1.89,12,1,,
878,"Select the growth factor that will model an increase of 65%",1 + 0.35,1 - 0.35,0.65,1 + 0.65,12,4,,
879,"Select the growth factor that will model an increase of 36%",1 - 0.36,0.64,1.36,1.64,12,3,,
880,"Select the growth factor that will model a decrease of 10%",1.1,0.1,1 - 0.1,1.9,12,3,,
881,"Select the growth factor that will model an increase of 32%",1 + 0.32,1 - 0.32,1.68,0.32,12,1,,
882,"Select the growth factor that will model a decrease of 97%",0.97,1.03,1 - 0.97,1.97,12,3,,
883,"Select the growth factor that will model an increase of 25%",1.75,1 + 0.25,0.75,0.25,12,2,,
884,"Select the growth factor that will model a decrease of 29%",1.29,1.71,1 - 0.29,1 + 0.71,12,3,,
885,"Select the growth factor that will model a decrease of 18%",1.18,0.82,1 + 0.82,1 + 0.18,12,2,,
886,"Select the growth factor that will model an increase of 87%",0.13,1 - 0.87,1 + 0.87,1 + 0.13,12,3,,
887,"Select the growth factor that will model a decrease of 85%",1 - 0.85,1 + 0.15,1 + 0.85,1 - 0.15,12,1,,
888,"Select the growth factor that will model an increase of 77%",0.23,1 + 0.77,1 + 0.23,0.77,12,2,,
889,"Select the growth factor that will model a decrease of 24%",1 - 0.76,1 - 0.24,1 + 0.76,0.24,12,2,,
890,"Select the growth factor that will model a decrease of 44%",0.44,0.56,1.44,1 + 0.56,12,2,,
891,"Select the growth factor that will model a decrease of 83%",1 + 0.17,1 - 0.17,0.17,1.83,12,3,,
892,"Select the growth factor that will model an increase of 37%",0.63,1.37,1.63,1 - 0.37,12,2,,
893,"Select the growth factor that will model an increase of 44%",1.44,1 + 0.56,1 - 0.44,0.44,12,1,,
894,"Select the growth factor that will model an increase of 2%",1 + 0.98,1 + 0.02,1.98,1 - 0.98,12,2,,
895,"Select the growth factor that will model an increase of 67%",1 + 0.33,0.33,1.67,1 - 0.67,12,3,,
896,"Select the growth factor that will model a decrease of 95%",1.95,1 - 0.05,1 + 0.05,0.05,12,4,,
897,"Select the growth factor that will model a decrease of 58%",1 - 0.42,1 + 0.42,0.42,0.58,12,3,,
898,"Select the growth factor that will model an increase of 25%",1 - 0.75,1 - 0.25,1 + 0.25,0.75,12,3,,
899,"Select the growth factor that will model an increase of 42%",1 + 0.58,1 - 0.58,1 + 0.42,0.42,12,3,,
900,"Select the growth factor that will model an increase of 64%",0.36,1 + 0.36,1 + 0.64,1 - 0.64,12,3,,
901,"Select the growth factor that will model an increase of 10%",0.1,1 + 0.9,1 + 0.1,1.9,12,3,,
902,"Select the growth factor that will model a decrease of 69%",1 + 0.69,1.69,1.31,1 - 0.69,12,4,,
903,"Select the growth factor that will model an increase of 88%",1.88,1.12,0.88,1 - 0.88,12,1,,
904,"Select the growth factor that will model an increase of 83%",0.17,1 - 0.17,1 + 0.83,0.83,12,3,,
905,"Select the growth factor that will model a decrease of 66%",1 - 0.66,1 - 0.34,1.66,1 + 0.34,12,1,,
906,"Select the growth factor that will model a decrease of 46%",1 + 0.54,1 - 0.54,1 - 0.46,1.54,12,3,,
907,"Select the growth factor that will model an increase of 80%",1 + 0.8,1.2,0.2,0.8,12,1,,
908,"Select the growth factor that will model an increase of 65%",1.35,1 - 0.65,1.65,0.35,12,3,,
909,"Select the growth factor that will model an increase of 28%",1 + 0.72,0.28,1.28,1 - 0.28,12,3,,
910,"Select the growth factor that will model a decrease of 77%",0.77,1.23,0.23,1 + 0.23,12,3,,
911,"Select the growth factor that will model a decrease of 13%",0.87,1 + 0.13,1 - 0.87,1 + 0.87,12,1,,
912,"Select the growth factor that will model a decrease of 35%",1 + 0.35,0.35,1.35,0.65,12,4,,
913,"Select the growth factor that will model a decrease of 31%",1.31,1.69,1 - 0.69,1 - 0.31,12,4,,
914,"Select the growth factor that will model an increase of 56%",1.56,1 - 0.56,0.44,1.44,12,1,,
915,"Select the growth factor that will model an increase of 37%",1 - 0.37,1.37,0.63,1.63,12,2,,
916,"Select the growth factor that will model a decrease of 23%",0.23,1 - 0.23,1 - 0.77,1 + 0.77,12,2,,
917,"Select the growth factor that will model a decrease of 89%",0.89,0.11,1.89,1 + 0.89,12,2,,
918,"Select the growth factor that will model an increase of 81%",1 + 0.19,0.81,1 - 0.81,1 + 0.81,12,4,,
919,"Select the growth factor that will model an increase of 33%",1 + 0.33,1 - 0.67,1 + 0.67,0.67,12,1,,
920,"Select the growth factor that will model a decrease of 17%",0.83,1.83,1.17,1 - 0.83,12,1,,
921,"Select the growth factor that will model a decrease of 8%",1.92,1.08,1 - 0.08,0.08,12,3,,
922,"Select the growth factor that will model a decrease of 23%",1.23,1.77,1 + 0.77,1 - 0.23,12,4,,
923,"Select the growth factor that will model an increase of 61%",0.39,1.61,1 - 0.39,1 - 0.61,12,2,,
924,"Select the growth factor that will model an increase of 13%",1.87,1.13,1 + 0.87,1 - 0.13,12,2,,
925,"Select the growth factor that will model a decrease of 80%",1.8,1 - 0.8,1 - 0.2,0.8,12,2,,
926,"Select the growth factor that will model an increase of 20%",0.8,1 - 0.2,1.2,1 + 0.8,12,3,,
927,"Select the growth factor that will model an increase of 58%",1 + 0.42,0.58,1.58,1 - 0.58,12,3,,
928,"Select the growth factor that will model an increase of 81%",1 + 0.19,1 - 0.19,1 + 0.81,0.19,12,3,,
929,"Select the growth factor that will model a decrease of 41%",1.59,1.41,0.41,1 - 0.41,12,4,,
930,"Select the growth factor that will model a decrease of 59%",1.59,1.41,0.59,0.41,12,4,,
931,"Select the growth factor that will model a decrease of 65%",1 + 0.35,1.35,1 - 0.65,1.65,12,3,,
932,"Select the growth factor that will model a decrease of 71%",1 + 0.71,1.29,1 - 0.29,1 - 0.71,12,4,,
933,"Select the growth factor that will model an increase of 83%",0.17,1 + 0.17,1.83,1 - 0.17,12,3,,
934,"Select the growth factor that will model an increase of 59%",1.41,0.59,1 - 0.41,1 + 0.59,12,4,,
935,"Select the growth factor that will model an increase of 8%",1.92,0.08,1 - 0.08,1 + 0.08,12,4,,
936,"Select the growth factor that will model a decrease of 75%",1.25,1 + 0.25,1 - 0.75,1 + 0.75,12,3,,
937,"Select the growth factor that will model an increase of 18%",1 + 0.18,1 - 0.18,1.82,0.82,12,1,,
938,"Select the growth factor that will model an increase of 94%",1 - 0.94,0.06,1 + 0.94,1 - 0.06,12,3,,
939,"Select the growth factor that will model an increase of 71%",1.71,1 - 0.29,1 + 0.29,0.29,12,1,,
940,"Select the growth factor that will model an increase of 23%",0.23,1 + 0.23,1 - 0.23,1 - 0.77,12,2,,
941,"Select the growth factor that will model an increase of 43%",0.43,1.43,1 + 0.57,1.57,12,2,,
942,"Select the growth factor that will model an increase of 56%",1.44,1.56,0.56,1 + 0.44,12,2,,
943,"Select the growth factor that will model a decrease of 89%",1 - 0.89,1.11,1 - 0.11,1 + 0.89,12,1,,
944,"Select the growth factor that will model an increase of 99%",1 - 0.01,1.99,0.01,1 - 0.99,12,2,,
945,"Select the growth factor that will model a decrease of 7%",1 - 0.07,1.93,0.07,1 - 0.93,12,1,,
946,"Select the growth factor that will model a decrease of 68%",1 + 0.68,0.68,1 - 0.32,0.32,12,4,,
947,"Select the growth factor that will model a decrease of 20%",0.8,1.2,1 + 0.2,0.2,12,1,,
948,"Select the growth factor that will model an increase of 92%",1 - 0.92,1.92,0.08,1.08,12,2,,
949,"Select the growth factor that will model an increase of 41%",1 - 0.41,1.59,1 + 0.41,0.59,12,3,,
950,"Select the growth factor that will model a decrease of 20%",1 + 0.2,0.2,0.8,1.8,12,3,,
951,"Select the growth factor that will model a decrease of 60%",1 - 0.4,1 - 0.6,1 + 0.4,1 + 0.6,12,2,,
952,"Select the growth factor that will model a decrease of 18%",1 - 0.82,1 + 0.82,0.82,1.82,12,3,,
953,"Select the growth factor that will model a decrease of 14%",1.14,1 - 0.86,1 + 0.86,0.86,12,4,,
954,"Select the growth factor that will model an increase of 7%",1 + 0.93,1.07,0.07,1 - 0.07,12,2,,
955,"Select the growth factor that will model a decrease of 74%",1.26,0.74,1 - 0.74,1.74,12,3,,
956,"Select the growth factor that will model an increase of 23%",1 + 0.77,1 - 0.77,0.23,1.23,12,4,,
957,"Select the growth factor that will model an increase of 63%",0.63,1.63,1 - 0.63,1 + 0.37,12,2,,
958,"Select the growth factor that will model an increase of 4%",0.96,1.96,1 + 0.96,1 + 0.04,12,4,,
959,"Select the growth factor that will model an increase of 80%",1.8,0.2,1 + 0.2,0.8,12,1,,
960,"Select the growth factor that will model a decrease of 70%",1 + 0.3,1.3,1.7,1 - 0.7,12,4,,
961,"Select the growth factor that will model an increase of 23%",1 + 0.77,1 + 0.23,1 - 0.23,0.77,12,2,,
962,"Select the growth factor that will model an increase of 90%",1.1,1 + 0.9,1 - 0.9,0.9,12,2,,
963,"Select the growth factor that will model an increase of 23%",0.77,1 - 0.23,1.23,1 + 0.77,12,3,,
964,"Select the growth factor that will model a decrease of 20%",1.2,0.8,1 + 0.8,1 + 0.2,12,2,,
965,"Select the growth factor that will model a decrease of 36%",1.64,1 - 0.64,0.64,1.36,12,3,,
966,"Select the growth factor that will model a decrease of 68%",0.32,1 + 0.68,1 + 0.32,1.32,12,1,,
967,"Select the growth factor that will model an increase of 2%",1 - 0.98,1.98,1 + 0.98,1.02,12,4,,
968,"Select the growth factor that will model a decrease of 19%",1.81,0.81,1 - 0.81,1 + 0.81,12,2,,
969,"Select the growth factor that will model an increase of 8%",0.92,1.08,1 - 0.08,1.92,12,2,,
970,"Select the growth factor that will model an increase of 67%",1.67,0.33,1 - 0.33,1 + 0.33,12,1,,
971,"Select the growth factor that will model an increase of 14%",1 + 0.14,1 + 0.86,0.14,1 - 0.14,12,1,,
972,"Select the growth factor that will model a decrease of 85%",1.15,0.85,1.85,0.15,12,4,,
973,"Select the growth factor that will model a decrease of 31%",1 + 0.31,0.31,1 - 0.31,1 + 0.69,12,3,,
974,"Select the growth factor that will model a decrease of 73%",1 + 0.27,1 - 0.27,1 + 0.73,1 - 0.73,12,4,,
975,"Select the growth factor that will model an increase of 39%",1 - 0.61,1.39,1.61,0.61,12,2,,
976,"Select the growth factor that will model a decrease of 80%",1 + 0.8,0.2,1.8,0.8,12,2,,
977,"Select the growth factor that will model an increase of 71%",1 - 0.71,1 + 0.71,1 - 0.29,1 + 0.29,12,2,,
978,"Select the growth factor that will model an increase of 45%",1 + 0.55,0.55,0.45,1 + 0.45,12,4,,
979,"Select the growth factor that will model an increase of 36%",1.64,1.36,1 - 0.64,1 + 0.64,12,2,,
980,"Select the growth factor that will model a decrease of 35%",1 + 0.35,1.65,1 - 0.65,0.65,12,4,,
981,"Select the growth factor that will model an increase of 8%",1 - 0.92,0.92,1 + 0.92,1 + 0.08,12,4,,
982,"Select the growth factor that will model a decrease of 99%",0.99,1 + 0.99,0.01,1.99,12,3,,
983,"Select the growth factor that will model a decrease of 9%",1 - 0.91,1 + 0.09,0.91,0.09,12,3,,
984,"Select the growth factor that will model a decrease of 72%",0.28,1.72,1 + 0.28,1 + 0.72,12,1,,
985,"Select the growth factor that will model an increase of 70%",1 - 0.3,1 + 0.7,1 - 0.7,1 + 0.3,12,2,,
986,"Select the growth factor that will model a decrease of 42%",1 - 0.42,1.58,1 + 0.58,1 - 0.58,12,1,,
987,"Select the growth factor that will model a decrease of 97%",1 + 0.03,1 + 0.97,0.03,1 - 0.03,12,3,,
988,"Select the growth factor that will model a decrease of 54%",1.54,1 + 0.54,1 - 0.54,0.54,12,3,,
989,"Select the growth factor that will model an increase of 77%",0.77,1 + 0.23,1 + 0.77,0.23,12,3,,
990,"Select the growth factor that will model a decrease of 31%",1 + 0.31,1.69,0.31,1 - 0.31,12,4,,
991,"Select the growth factor that will model a decrease of 99%",1 + 0.01,0.99,1 - 0.01,0.01,12,4,,
992,"Select the growth factor that will model an increase of 89%",1 + 0.11,1.89,0.89,0.11,12,2,,
993,"Select the growth factor that will model a decrease of 99%",0.01,1 + 0.01,0.99,1.01,12,1,,
994,"Select the growth factor that will model a decrease of 48%",0.52,1.48,1 + 0.48,0.48,12,1,,
995,"Select the growth factor that will model a decrease of 9%",1 + 0.09,0.91,1.91,0.09,12,2,,
996,"Select the growth factor that will model a decrease of 1%",1 - 0.01,1 + 0.01,0.01,1 + 0.99,12,1,,
997,"Select the growth factor that will model an increase of 61%",1.39,1 - 0.39,1 + 0.61,0.39,12,3,,
998,"Select the growth factor that will model an increase of 11%",1 + 0.11,1 - 0.11,1.89,0.11,12,1,,
999,"Select the growth factor that will model a decrease of 86%",1 - 0.86,1.14,1.86,0.86,12,1,,
1000,"Select the growth factor that will model an increase of 93%",1 - 0.07,0.93,1.93,1 - 0.93,12,3,,
