"Blooket
Import Template",,,,,,,,,
521,"Expand (FOIL) the expression:

(x-6)(x-7)",x^2 + 13x - 42,x^2 + 13x + 42,x^2 + x + 42,x^2 - 13x + 42,60,4,,
522,"Expand (FOIL) the expression:

(x-11)(x+8)",x^2 - 3x - 88,x^2 - 3x - 77,x^2 - 88x - 3,x^2 + 88x + 3,60,1,,
523,"Expand (FOIL) the expression:

(x+3)(x-6)",x^2 - 3x - 24,x^2 + 18,x^2 + 18x - 3,x^2 - 3x - 18,60,4,,
524,"Expand (FOIL) the expression:

(x+11)(x-7)",x^2 + 4x - 84,x^2 + 4x - 77,x^2 - 18x - 77,x^2 + 18x - 77,60,2,,
525,"Expand (FOIL) the expression:

(x+12)(x-5)",x^2 + 7x - 60,x^2 + 17x + 60,x^2 + 5x - 60,x^2 - 17x - 60,60,1,,
526,"Expand (FOIL) the expression:

(x+10)(x-4)",x^2 + 6x - 44,x^2 + 6x + 40,x^2 + 6x - 40,x^2 + 5x - 40,60,3,,
527,"Expand (FOIL) the expression:

(x-12)(x+3)",x^2 - 9x - 36,x^2 - 36x - 9,x^2 + 9x + 36,x^2 - 15x + 36,60,1,,
528,"Expand (FOIL) the expression:

(x-8)(x-5)",x^2 - 40x - 13,x^2 - 12x + 40,x^2 + 13x - 40,x^2 - 13x + 40,60,4,,
529,"Expand (FOIL) the expression:

(x-7)(x+4)",x^2 + 11x - 28,x^2 - 28,x^2 - 3x - 28,x^2 + 28x - 3,60,3,,
530,"Expand (FOIL) the expression:

(x-10)(x+3)",x^2 - 30x - 7,x^2 - 7x + 30,x^2 - 30x + 7,x^2 - 7x - 30,60,4,,
531,"Expand (FOIL) the expression:

(x-6)(x-8)",x^2 - 14x + 56,x^2 - 48x + 14,x^2 + 2x - 48,x^2 - 14x + 48,60,4,,
532,"Expand (FOIL) the expression:

(x-5)(x+10)",x^2 - 5x - 50,x^2 + 5x - 50,x^2 + 5x - 55,x^2 + 50,60,2,,
533,"Expand (FOIL) the expression:

(x+12)(x+2)",x^2 + 14x + 26,x^2 - 14x - 24,x^2 + 14x + 24,x^2 - 10x - 24,60,3,,
534,"Expand (FOIL) the expression:

(x+4)(x+7)",x^2 - 28x - 11,x^2 - 28,x^2 + 11x + 28,x^2 + 3x - 28,60,3,,
535,"Expand (FOIL) the expression:

(x-2)(x-8)",x^2 + 10x - 16,x^2 - 16,x^2 - 16x + 10,x^2 - 10x + 16,60,4,,
536,"Expand (FOIL) the expression:

(x-6)(x-4)",x^2 - 12x + 24,x^2 + 2x - 24,x^2 - 10x + 24,x^2 - 24x - 10,60,3,,
537,"Expand (FOIL) the expression:

(x-8)(x+3)",x^2 + 11x + 24,x^2 - 5x - 24,x^2 + 5x + 24,x^2 - 3x - 24,60,2,,
538,"Expand (FOIL) the expression:

(x-1)(x-11)",x^2 + 10x + 11,x^2 - 12x + 10,x^2 - 10x + 11,x^2 - 12x + 11,60,4,,
539,"Expand (FOIL) the expression:

(x-6)(x-4)",x^2 - 12x + 24,x^2 - 10x + 24,x^2 - 10x + 18,x^2 + 2x + 24,60,2,,
540,"Expand (FOIL) the expression:

(x-10)(x+8)",x^2 - x - 80,x^2 - 2x - 70,x^2 - 2x - 80,x^2 + 80x + 2,60,3,,
541,"Expand (FOIL) the expression:

(x+2)(x+9)",x^2 - 7x - 18,x^2 + 11x + 18,x^2 - 11x - 18,x^2 + 18,60,2,,
542,"Expand (FOIL) the expression:

(x+12)(x-6)",x^2 + 6x - 72,x^2 + 18x - 72,x^2 + 6x + 72,x^2 + 72x - 6,60,1,,
543,"Expand (FOIL) the expression:

(x-11)(x-10)",x^2 + 21x - 110,x^2 - 21x + 100,x^2 - 21x + 110,x^2 + x + 110,60,3,,
544,"Expand (FOIL) the expression:

(x+7)(x-6)",x^2 - 42,x^2 + x - 42,x^2 - x - 42,x^2 + 13x - 42,60,2,,
545,"Expand (FOIL) the expression:

(x-7)(x-8)",x^2 - 15x + 56,x^2 + 15x - 56,x^2 - 56x + 15,x^2 - 16x + 56,60,1,,
546,"Expand (FOIL) the expression:

(x+1)(x+7)",x^2 - 6x + 7,x^2 + 6x + 7,x^2 + 8x + 7,x^2 + 9x + 7,60,3,,
547,"Expand (FOIL) the expression:

(x+2)(x+1)",x^2 - 3x - 2,x^2 + 3x + 3,x^2 + 3x + 2,x^2 - 2x - 3,60,3,,
548,"Expand (FOIL) the expression:

(x+6)(x+1)",x^2 + 5x - 6,x^2 + 7x + 6,x^2 + 5x + 6,x^2 + 8x + 6,60,2,,
549,"Expand (FOIL) the expression:

(x+11)(x-2)",x^2 + 13x + 22,x^2 - 9x - 22,x^2 + 9x - 33,x^2 + 9x - 22,60,4,,
550,"Expand (FOIL) the expression:

(x-10)(x+6)",x^2 - 6x - 60,x^2 + 16x + 60,x^2 - 4x - 60,x^2 - 60x - 4,60,3,,
551,"Expand (FOIL) the expression:

(x-2)(x-5)",x^2 - 7x + 10,x^2 - 10x - 7,x^2 - 7x - 10,x^2 - 5x + 10,60,1,,
552,"Expand (FOIL) the expression:

(x-2)(x+2)",x^2 - 4x + 4,x^2 - 4,x^2 - 6,x^2 - 4x - 4,60,2,,
553,"Expand (FOIL) the expression:

(x+8)(x-12)",x^2 - 4x + 96,x^2 - 4x - 88,x^2 - 4x - 96,x^2 - 20x + 96,60,3,,
554,"Expand (FOIL) the expression:

(x+6)(x-7)",x^2 - 42x - 1,x^2 - x - 42,x^2 - 42x + 1,x^2 + x + 42,60,2,,
555,"Expand (FOIL) the expression:

(x-4)(x-4)",x^2 + 16x + 8,x^2 - 8x + 16,x^2 - 6x + 16,x^2 - 10x + 16,60,2,,
556,"Expand (FOIL) the expression:

(x-1)(x-1)",x^2 - 2x + 1,x^2 + x - 2,x^2 + 2x + 1,x^2 - 2x,60,1,,
557,"Expand (FOIL) the expression:

(x+10)(x+4)",x^2 + 14x + 40,x^2 - 40x - 14,x^2 + 6x + 40,x^2 + 6x - 40,60,1,,
558,"Expand (FOIL) the expression:

(x-8)(x-3)",x^2 - 24x + 11,x^2 - 12x + 24,x^2 - 11x + 24,x^2 - 11x + 21,60,3,,
559,"Expand (FOIL) the expression:

(x-10)(x-5)",x^2 + 5x - 50,x^2 - 15x + 50,x^2 - 16x + 50,x^2 - 5x - 50,60,2,,
560,"Expand (FOIL) the expression:

(x-4)(x+3)",x^2 - x - 16,x^2 + 12,x^2 - 12x + 1,x^2 - x - 12,60,4,,
561,"Expand (FOIL) the expression:

(x+11)(x+2)",x^2 + 13x + 11,x^2 - 22,x^2 + 13x + 22,x^2 + 13x - 22,60,3,,
562,"Expand (FOIL) the expression:

(x-3)(x-10)",x^2 - 14x + 30,x^2 - 30x - 13,x^2 + 30,x^2 - 13x + 30,60,4,,
563,"Expand (FOIL) the expression:

(x+7)(x-11)",x^2 + 4x - 77,x^2 - 77,x^2 - 3x - 77,x^2 - 4x - 77,60,4,,
564,"Expand (FOIL) the expression:

(x+8)(x+12)",x^2 + 20x + 96,x^2 - 96x + 20,x^2 + 20x - 96,x^2 + 96x - 20,60,1,,
565,"Expand (FOIL) the expression:

(x+5)(x+11)",x^2 + 16x + 55,x^2 - 6x + 55,x^2 - 16x - 55,x^2 + 16x - 55,60,1,,
566,"Expand (FOIL) the expression:

(x-8)(x-10)",x^2 - 18x + 80,x^2 + 18x + 80,x^2 + 80x + 18,x^2 - 16x + 80,60,1,,
567,"Expand (FOIL) the expression:

(x-5)(x+8)",x^2 + 40,x^2 + 3x - 35,x^2 + 3x - 40,x^2 + 40x + 3,60,3,,
568,"Expand (FOIL) the expression:

(x+4)(x-1)",x^2 + 3x + 4,x^2 + 3x,x^2 + 4x + 3,x^2 + 3x - 4,60,4,,
569,"Expand (FOIL) the expression:

(x+4)(x-2)",x^2 + 2x - 8,x^2 - 6x - 8,x^2 + 3x - 8,x^2 - 8,60,1,,
570,"Expand (FOIL) the expression:

(x+9)(x+5)",x^2 - 45x - 14,x^2 + 15x + 45,x^2 + 14x + 45,x^2 + 12x + 45,60,3,,
571,"Expand (FOIL) the expression:

(x+8)(x+9)",x^2 + 18x + 72,x^2 + 17x + 72,x^2 + 17x + 64,x^2 + 17x + 63,60,2,,
572,"Expand (FOIL) the expression:

(x+7)(x+3)",x^2 - 10x + 21,x^2 - 10x - 21,x^2 + 10x + 21,x^2 + 10x + 24,60,3,,
573,"Expand (FOIL) the expression:

(x+9)(x+2)",x^2 + 11x + 18,x^2 - 11x - 18,x^2 + 11x - 18,x^2 + 18x - 11,60,1,,
574,"Expand (FOIL) the expression:

(x+12)(x+3)",x^2 + 15x + 36,x^2 + 15x + 48,x^2 + 36x - 15,x^2 + 16x + 36,60,1,,
575,"Expand (FOIL) the expression:

(x+7)(x+5)",x^2 + 35x + 12,x^2 + 12x + 35,x^2 - 35,x^2 + 12x + 42,60,2,,
576,"Expand (FOIL) the expression:

(x-2)(x-2)",x^2 - 4x + 4,x^2 + 4x - 4,x^2 - 4x + 6,x^2 + 4x + 4,60,1,,
577,"Expand (FOIL) the expression:

(x+6)(x-12)",x^2 - 72x + 6,x^2 - 6x - 72,x^2 - 72,x^2 - 8x - 72,60,2,,
578,"Expand (FOIL) the expression:

(x-6)(x-5)",x^2 + 30x + 11,x^2 - 11x + 30,x^2 - 11x + 36,x^2 - 12x + 30,60,2,,
579,"Expand (FOIL) the expression:

(x-3)(x-6)",x^2 - 9x + 18,x^2 - 18,x^2 - 18x - 9,x^2 + 18x - 9,60,1,,
580,"Expand (FOIL) the expression:

(x-6)(x-12)",x^2 - 6x - 72,x^2 - 72,x^2 - 19x + 72,x^2 - 18x + 72,60,4,,
581,"Expand (FOIL) the expression:

(x+9)(x-10)",x^2 - x - 90,x^2 - 2x - 90,x^2 + 19x + 90,x^2 - x + 90,60,1,,
582,"Expand (FOIL) the expression:

(x+10)(x-4)",x^2 + 40x - 6,x^2 + 8x - 40,x^2 + 7x - 40,x^2 + 6x - 40,60,4,,
583,"Expand (FOIL) the expression:

(x+8)(x+1)",x^2 - 9x - 8,x^2 - 9x + 8,x^2 + 9x + 8,x^2 + 7x + 8,60,3,,
584,"Expand (FOIL) the expression:

(x+8)(x-7)",x^2 + x - 64,x^2 - 56,x^2 + 15x - 56,x^2 + x - 56,60,4,,
585,"Expand (FOIL) the expression:

(x-9)(x-10)",x^2 - 19x + 90,x^2 - 19x - 90,x^2 - 90x - 19,x^2 - 17x + 90,60,1,,
586,"Expand (FOIL) the expression:

(x-1)(x+6)",x^2 + 5x - 6,x^2 - 7x - 6,x^2 + 5x - 12,x^2 + 6,60,1,,
587,"Expand (FOIL) the expression:

(x-6)(x-2)",x^2 - 8x + 10,x^2 - 8x + 18,x^2 - 4x + 12,x^2 - 8x + 12,60,4,,
588,"Expand (FOIL) the expression:

(x-5)(x-11)",x^2 - 15x + 55,x^2 - 6x + 55,x^2 - 16x + 55,x^2 + 6x + 55,60,3,,
589,"Expand (FOIL) the expression:

(x+1)(x+1)",x^2 + 2x,x^2 + 2x + 1,x^2 - 2x + 1,x^2 + x + 1,60,2,,
590,"Expand (FOIL) the expression:

(x+2)(x-3)",x^2 - x - 9,x^2 - x - 6,x^2 - 5x - 6,x^2 - x - 3,60,2,,
591,"Expand (FOIL) the expression:

(x+4)(x-5)",x^2 - 9x + 20,x^2 - 20x + 1,x^2 - x - 15,x^2 - x - 20,60,4,,
592,"Expand (FOIL) the expression:

(x+9)(x+5)",x^2 + 16x + 45,x^2 - 45x + 14,x^2 + 14x - 45,x^2 + 14x + 45,60,4,,
593,"Expand (FOIL) the expression:

(x+2)(x+7)",x^2 - 9x - 14,x^2 + 9x + 16,x^2 + 10x + 14,x^2 + 9x + 14,60,4,,
594,"Expand (FOIL) the expression:

(x-10)(x-10)",x^2 + 20x - 100,x^2 - 20x + 100,x^2 + 100,x^2 - 20x + 110,60,2,,
595,"Expand (FOIL) the expression:

(x-3)(x-8)",x^2 - 24x + 11,x^2 - 11x + 24,x^2 + 5x + 24,x^2 - 11x + 16,60,2,,
596,"Expand (FOIL) the expression:

(x+4)(x-6)",x^2 - 2x - 24,x^2 - 24,x^2 + 24,x^2 - 4x - 24,60,1,,
597,"Expand (FOIL) the expression:

(x+9)(x+4)",x^2 + 5x - 36,x^2 + 14x + 36,x^2 + 13x + 36,x^2 - 36x - 13,60,3,,
598,"Expand (FOIL) the expression:

(x-4)(x+10)",x^2 + 6x - 40,x^2 + 14x - 40,x^2 + 40x + 6,x^2 + 6x - 30,60,1,,
599,"Expand (FOIL) the expression:

(x+3)(x+1)",x^2 + 3,x^2 + 4x + 3,x^2 + 6x + 3,x^2 - 4x - 3,60,2,,
600,"Expand (FOIL) the expression:

(x+6)(x-8)",x^2 - 14x - 48,x^2 - 2x + 48,x^2 + 48,x^2 - 2x - 48,60,4,,
601,"Expand (FOIL) the expression:

(x-3)(x-4)",x^2 + x - 12,x^2 - 7x + 8,x^2 - x - 12,x^2 - 7x + 12,60,4,,
602,"Expand (FOIL) the expression:

(x+12)(x+3)",x^2 + 15x + 36,x^2 - 9x + 36,x^2 - 36x - 15,x^2 + 13x + 36,60,1,,
603,"Expand (FOIL) the expression:

(x+11)(x-4)",x^2 + 7x - 40,x^2 + 7x - 44,x^2 + 44,x^2 - 7x - 44,60,2,,
604,"Expand (FOIL) the expression:

(x-12)(x+2)",x^2 + 10x - 24,x^2 - 10x - 24,x^2 - 8x - 24,x^2 + 14x + 24,60,2,,
605,"Expand (FOIL) the expression:

(x+1)(x-9)",x^2 - 8x - 18,x^2 - 8x - 9,x^2 - 8x - 10,x^2 + 9,60,2,,
606,"Expand (FOIL) the expression:

(x+1)(x-9)",x^2 + 9x + 8,x^2 - 8x - 9,x^2 - 8x - 18,x^2 + 10x - 9,60,2,,
607,"Expand (FOIL) the expression:

(x+5)(x+1)",x^2 + 6x + 5,x^2 - 4x - 5,x^2 + 4x + 5,x^2 + 6x - 5,60,1,,
608,"Expand (FOIL) the expression:

(x+11)(x-10)",x^2 + x - 110,x^2 + 21x - 110,x^2 + 2x - 110,x^2 - 110,60,1,,
609,"Expand (FOIL) the expression:

(x+4)(x-11)",x^2 - 7x - 44,x^2 - 44x + 7,x^2 - 6x - 44,x^2 - 7x + 44,60,1,,
610,"Expand (FOIL) the expression:

(x+12)(x+8)",x^2 + 20x + 108,x^2 + 20x + 84,x^2 + 20x + 104,x^2 + 20x + 96,60,4,,
611,"Expand (FOIL) the expression:

(x+12)(x+2)",x^2 + 12x + 24,x^2 - 24x - 14,x^2 + 14x + 24,x^2 + 14x + 26,60,3,,
612,"Expand (FOIL) the expression:

(x+2)(x+3)",x^2 + 5x + 9,x^2 + 5x + 3,x^2 + 5x + 6,x^2 + 5x + 4,60,3,,
613,"Expand (FOIL) the expression:

(x+3)(x+1)",x^2 + 3x + 4,x^2 + 5x + 3,x^2 + 4x - 3,x^2 + 4x + 3,60,4,,
614,"Expand (FOIL) the expression:

(x+7)(x-4)",x^2 + 28x + 3,x^2 + 2x - 28,x^2 + 3x - 28,x^2 + 28x - 3,60,3,,
615,"Expand (FOIL) the expression:

(x-4)(x-6)",x^2 - 10x + 24,x^2 - 10x + 28,x^2 - 10x + 20,x^2 - 8x + 24,60,1,,
616,"Expand (FOIL) the expression:

(x-1)(x-7)",x^2 - 7x + 7,x^2 - 8x + 6,x^2 - 8x + 7,x^2 - 8x + 14,60,3,,
617,"Expand (FOIL) the expression:

(x+8)(x-11)",x^2 - x - 88,x^2 - 4x - 88,x^2 - 3x - 88,x^2 - 3x - 77,60,3,,
618,"Expand (FOIL) the expression:

(x-4)(x-6)",x^2 - 24,x^2 - 10x + 24,x^2 - 10x + 28,x^2 + 24x + 10,60,2,,
619,"Expand (FOIL) the expression:

(x-5)(x-5)",x^2 - 10x + 25,x^2 - 25x - 10,x^2 - 11x + 25,x^2 + 10x + 25,60,1,,
620,"Expand (FOIL) the expression:

(x-12)(x-11)",x^2 + 23x - 132,x^2 - 23x + 121,x^2 - 23x + 132,x^2 - x + 132,60,3,,
621,"Expand (FOIL) the expression:

(x-2)(x+5)",x^2 + 3x - 10,x^2 - 7x - 10,x^2 - 10x - 3,x^2 + 3x - 5,60,1,,
622,"Expand (FOIL) the expression:

(x-3)(x+4)",x^2 + x - 12,x^2 - 7x + 12,x^2 + x - 9,x^2 + 12x + 1,60,1,,
623,"Expand (FOIL) the expression:

(x+4)(x+11)",x^2 + 15x + 48,x^2 + 15x - 44,x^2 + 15x + 44,x^2 + 15x + 40,60,3,,
624,"Expand (FOIL) the expression:

(x-1)(x+4)",x^2 - 3x - 4,x^2 + 3x - 4,x^2 - 5x - 4,x^2 + 5x - 4,60,2,,
625,"Expand (FOIL) the expression:

(x+3)(x-10)",x^2 - 30,x^2 - 30x + 7,x^2 - 30x - 7,x^2 - 7x - 30,60,4,,
626,"Expand (FOIL) the expression:

(x+11)(x-2)",x^2 - 9x + 22,x^2 + 9x - 20,x^2 + 9x - 22,x^2 - 22,60,3,,
627,"Expand (FOIL) the expression:

(x-10)(x+11)",x^2 + x - 110,x^2 - 110x + 1,x^2 + 3x - 110,x^2 + 110x + 1,60,1,,
628,"Expand (FOIL) the expression:

(x-1)(x+4)",x^2 - 3x - 4,x^2 - 3x + 4,x^2 + 3x + 4,x^2 + 3x - 4,60,4,,
629,"Expand (FOIL) the expression:

(x+3)(x-4)",x^2 - x - 12,x^2 - 2x - 12,x^2 - x - 16,x^2 - 12x - 1,60,1,,
630,"Expand (FOIL) the expression:

(x+4)(x-7)",x^2 - 3x - 24,x^2 - 28x + 3,x^2 - 5x - 28,x^2 - 3x - 28,60,4,,
631,"Expand (FOIL) the expression:

(x-2)(x+8)",x^2 + 16x - 6,x^2 + 6x - 16,x^2 + 16x + 6,x^2 - 10x + 16,60,2,,
632,"Expand (FOIL) the expression:

(x+5)(x+2)",x^2 + 7x + 12,x^2 + 10x + 7,x^2 + 8x + 10,x^2 + 7x + 10,60,4,,
633,"Expand (FOIL) the expression:

(x-1)(x-9)",x^2 + 10x + 9,x^2 - 10x + 18,x^2 - 10x + 9,x^2 - 12x + 9,60,3,,
634,"Expand (FOIL) the expression:

(x-8)(x-11)",x^2 + 19x - 88,x^2 - 19x + 88,x^2 - 20x + 88,x^2 + 88,60,2,,
635,"Expand (FOIL) the expression:

(x+10)(x+11)",x^2 + 20x + 110,x^2 + 21x + 110,x^2 + x + 110,x^2 + 19x + 110,60,2,,
636,"Expand (FOIL) the expression:

(x-6)(x+6)",x^2 - 12x + 36,x^2 - 12x - 36,x^2 - 36,x^2 - 2x - 36,60,3,,
637,"Expand (FOIL) the expression:

(x+12)(x-7)",x^2 + 3x - 84,x^2 - 19x + 84,x^2 + 5x - 84,x^2 + 5x - 91,60,3,,
638,"Expand (FOIL) the expression:

(x+3)(x+10)",x^2 + 13x + 27,x^2 - 7x - 30,x^2 - 7x + 30,x^2 + 13x + 30,60,4,,
639,"Expand (FOIL) the expression:

(x-3)(x-10)",x^2 - 13x + 30,x^2 - 30,x^2 - 13x + 33,x^2 - 30x - 13,60,1,,
640,"Expand (FOIL) the expression:

(x-10)(x-2)",x^2 + 20,x^2 - 12x + 20,x^2 - 12x + 30,x^2 - 20x + 12,60,2,,
641,"Expand (FOIL) the expression:

(x+9)(x-7)",x^2 + 3x - 63,x^2 - 2x + 63,x^2 + 16x - 63,x^2 + 2x - 63,60,4,,
642,"Expand (FOIL) the expression:

(x+10)(x-1)",x^2 - 11x - 10,x^2 + 8x - 10,x^2 - 9x + 10,x^2 + 9x - 10,60,4,,
643,"Expand (FOIL) the expression:

(x-11)(x+11)",x^2 - 2x - 121,x^2 - 121,x^2 - x - 121,x^2 - 22x + 121,60,2,,
644,"Expand (FOIL) the expression:

(x+4)(x-12)",x^2 - 8x - 36,x^2 + 8x - 48,x^2 - 8x - 48,x^2 - 8x - 44,60,3,,
645,"Expand (FOIL) the expression:

(x+5)(x-11)",x^2 - 6x + 55,x^2 + 6x + 55,x^2 - 6x - 44,x^2 - 6x - 55,60,4,,
646,"Expand (FOIL) the expression:

(x+7)(x-12)",x^2 - 5x - 77,x^2 + 5x - 84,x^2 - 5x - 96,x^2 - 5x - 84,60,4,,
647,"Expand (FOIL) the expression:

(x+3)(x-4)",x^2 + 7x - 12,x^2 - x - 12,x^2 + 12,x^2 - x - 16,60,2,,
648,"Expand (FOIL) the expression:

(x-12)(x+8)",x^2 - 96x + 4,x^2 - 2x - 96,x^2 - 4x - 96,x^2 - 4x - 104,60,3,,
649,"Expand (FOIL) the expression:

(x+11)(x+3)",x^2 + 14x + 33,x^2 + 8x - 33,x^2 - 8x + 33,x^2 - 33x - 14,60,1,,
650,"Expand (FOIL) the expression:

(x-3)(x+12)",x^2 + 9x - 36,x^2 - 36x - 9,x^2 + 9x + 36,x^2 - 15x + 36,60,1,,
651,"Expand (FOIL) the expression:

(x-12)(x-3)",x^2 - 15x + 33,x^2 + 15x - 36,x^2 - 15x + 36,x^2 + 36x - 15,60,3,,
652,"Expand (FOIL) the expression:

(x-6)(x+5)",x^2 - 2x - 30,x^2 - 3x - 30,x^2 + 30,x^2 - x - 30,60,4,,
653,"Expand (FOIL) the expression:

(x+2)(x+6)",x^2 + 9x + 12,x^2 + 8x + 10,x^2 + 8x + 6,x^2 + 8x + 12,60,4,,
654,"Expand (FOIL) the expression:

(x+10)(x+3)",x^2 - 7x - 30,x^2 + 7x - 30,x^2 + 13x + 40,x^2 + 13x + 30,60,4,,
655,"Expand (FOIL) the expression:

(x+2)(x+4)",x^2 + 6x - 8,x^2 + 6x + 8,x^2 + 8x + 8,x^2 - 8x + 6,60,2,,
656,"Expand (FOIL) the expression:

(x-1)(x+2)",x^2 + x + 2,x^2 + x - 2,x^2 + 2x - 1,x^2 + 3x + 2,60,2,,
657,"Expand (FOIL) the expression:

(x+1)(x-2)",x^2 - x - 2,x^2 - 3x + 2,x^2 - 3x - 2,x^2 + 2,60,1,,
658,"Expand (FOIL) the expression:

(x+5)(x+10)",x^2 + 15x + 50,x^2 + 16x + 50,x^2 + 50,x^2 + 15x - 50,60,1,,
659,"Expand (FOIL) the expression:

(x-7)(x+1)",x^2 - 6x - 8,x^2 - 6x - 14,x^2 + 8x + 7,x^2 - 6x - 7,60,4,,
660,"Expand (FOIL) the expression:

(x+2)(x+11)",x^2 + 9x - 22,x^2 + 13x + 22,x^2 + 13x + 20,x^2 + 13x + 33,60,2,,
661,"Expand (FOIL) the expression:

(x+4)(x-6)",x^2 - 24x + 2,x^2 + 2x + 24,x^2 - 2x - 24,x^2 - 10x + 24,60,3,,
662,"Expand (FOIL) the expression:

(x+6)(x+11)",x^2 + 17x + 55,x^2 - 66x + 17,x^2 + 17x + 66,x^2 + 15x + 66,60,3,,
663,"Expand (FOIL) the expression:

(x-11)(x-8)",x^2 - 3x + 88,x^2 - 19x + 88,x^2 - 19x + 77,x^2 + 88x - 19,60,2,,
664,"Expand (FOIL) the expression:

(x-10)(x+2)",x^2 + 20x - 8,x^2 - 20x - 8,x^2 - 8x - 20,x^2 - 10x - 20,60,3,,
665,"Expand (FOIL) the expression:

(x-4)(x+10)",x^2 + 40x + 6,x^2 + 6x - 40,x^2 + 6x - 50,x^2 + 40,60,2,,
666,"Expand (FOIL) the expression:

(x-4)(x+2)",x^2 - 2x - 4,x^2 - 2x - 12,x^2 - 2x - 8,x^2 - 6x - 8,60,3,,
667,"Expand (FOIL) the expression:

(x-8)(x-5)",x^2 - 11x + 40,x^2 - 13x + 48,x^2 - 3x + 40,x^2 - 13x + 40,60,4,,
668,"Expand (FOIL) the expression:

(x-10)(x+5)",x^2 - 7x - 50,x^2 - 5x - 40,x^2 - 5x - 50,x^2 - 15x + 50,60,3,,
669,"Expand (FOIL) the expression:

(x-5)(x+1)",x^2 - 3x - 5,x^2 - 4x + 5,x^2 + 5x - 4,x^2 - 4x - 5,60,4,,
670,"Expand (FOIL) the expression:

(x+10)(x+9)",x^2 + 21x + 90,x^2 + 20x + 90,x^2 + 19x + 81,x^2 + 19x + 90,60,4,,
671,"Expand (FOIL) the expression:

(x-6)(x+2)",x^2 - 8x - 12,x^2 - 4x - 18,x^2 - 3x - 12,x^2 - 4x - 12,60,4,,
672,"Expand (FOIL) the expression:

(x-6)(x-1)",x^2 - 7x + 6,x^2 + 5x + 6,x^2 + 7x - 6,x^2 - 9x + 6,60,1,,
673,"Expand (FOIL) the expression:

(x+2)(x-7)",x^2 + 14x + 5,x^2 - 5x - 14,x^2 - 14x + 5,x^2 + 5x + 14,60,2,,
674,"Expand (FOIL) the expression:

(x+1)(x-11)",x^2 - 10x - 22,x^2 - 10x - 12,x^2 + 11,x^2 - 10x - 11,60,4,,
675,"Expand (FOIL) the expression:

(x-11)(x-3)",x^2 - 8x - 33,x^2 - 16x + 33,x^2 - 14x + 33,x^2 - 14x + 22,60,3,,
676,"Expand (FOIL) the expression:

(x+10)(x+5)",x^2 + 15x + 40,x^2 + 50x + 15,x^2 + 15x + 50,x^2 - 50x - 15,60,3,,
677,"Expand (FOIL) the expression:

(x-7)(x-6)",x^2 + 13x - 42,x^2 - 42x + 13,x^2 - 13x + 42,x^2 - 13x - 42,60,3,,
678,"Expand (FOIL) the expression:

(x-3)(x+2)",x^2 + x - 6,x^2 + x + 6,x^2 - x - 4,x^2 - x - 6,60,4,,
679,"Expand (FOIL) the expression:

(x-12)(x+1)",x^2 - 11x - 12,x^2 + 11x + 12,x^2 - 12x + 11,x^2 + 13x + 12,60,1,,
680,"Expand (FOIL) the expression:

(x-2)(x-8)",x^2 - 10x + 18,x^2 - 10x + 16,x^2 + 16x - 10,x^2 + 16,60,2,,
681,"Expand (FOIL) the expression:

(x+11)(x+1)",x^2 + 12x + 11,x^2 + 11,x^2 + 12x,x^2 + 11x - 12,60,1,,
682,"Expand (FOIL) the expression:

(x+1)(x-3)",x^2 - 2x - 3,x^2 - 4x + 3,x^2 - 3x - 3,x^2 - 2x - 2,60,1,,
683,"Expand (FOIL) the expression:

(x+2)(x-11)",x^2 + 9x + 22,x^2 - 10x - 22,x^2 - 9x - 22,x^2 - 9x + 22,60,3,,
684,"Expand (FOIL) the expression:

(x-2)(x-5)",x^2 - 7x + 10,x^2 - 7x + 8,x^2 + 10,x^2 - 5x + 10,60,1,,
685,"Expand (FOIL) the expression:

(x+6)(x+11)",x^2 + 17x + 66,x^2 + 15x + 66,x^2 - 66x + 17,x^2 + 5x + 66,60,1,,
686,"Expand (FOIL) the expression:

(x-3)(x+11)",x^2 + 9x - 33,x^2 + 8x - 44,x^2 - 33,x^2 + 8x - 33,60,4,,
687,"Expand (FOIL) the expression:

(x+10)(x+2)",x^2 + 12x + 22,x^2 + 20x + 12,x^2 + 12x + 20,x^2 - 8x + 20,60,3,,
688,"Expand (FOIL) the expression:

(x+7)(x+6)",x^2 + 13x + 42,x^2 - 42,x^2 - 13x - 42,x^2 - 42x - 13,60,1,,
689,"Expand (FOIL) the expression:

(x-1)(x-5)",x^2 - 4x + 5,x^2 - 6x + 10,x^2 + 5x + 6,x^2 - 6x + 5,60,4,,
690,"Expand (FOIL) the expression:

(x-1)(x-11)",x^2 - 11,x^2 - 12x + 11,x^2 + 11x + 12,x^2 - 11x + 11,60,2,,
691,"Expand (FOIL) the expression:

(x-4)(x-4)",x^2 - 8x + 16,x^2 - 16x - 8,x^2 - 10x + 16,x^2 - 6x + 16,60,1,,
692,"Expand (FOIL) the expression:

(x-9)(x-1)",x^2 + 10x - 9,x^2 - 10x + 9,x^2 - 12x + 9,x^2 - 10x + 18,60,2,,
693,"Expand (FOIL) the expression:

(x-1)(x+3)",x^2 + 2x - 3,x^2 + 2x,x^2 + 2x - 2,x^2 + 2x + 3,60,1,,
694,"Expand (FOIL) the expression:

(x-8)(x-12)",x^2 + 20x - 96,x^2 - 20x + 96,x^2 - 20x + 88,x^2 + 96x - 20,60,2,,
