"Blooket
Import Template",,,,,,,,,
967,"Convert 0.0955 to a percentage.",0.0955%,0.955%,9.55%,955%,60,3,,
968,"Convert 0.136% to a decimal fraction.",0.00136,1.36,13.6,136,60,1,,
969,"Convert 60.5% to a decimal fraction.",0.00605,0.605,6.05,60.5,60,2,,
970,"Convert 9.38% to a decimal fraction.",0.00938,0.0938,0.938,938,60,2,,
971,"Convert 0.0315 to a percentage.",0.00315%,0.0315%,3.15%,315%,60,3,,
972,"Convert 9.83% to a decimal fraction.",0.00983,0.0983,0.983,983,60,2,,
973,"Convert 0.306% to a decimal fraction.",0.00306,0.306,3.06,306,60,1,,
974,"Convert 0.301% to a decimal fraction.",0.00301,0.0301,3.01,301,60,1,,
975,"Convert 0.46 to a percentage.",0.0046%,0.46%,46%,460%,60,3,,
976,"Convert 0.0353 to a percentage.",0.00353%,0.0353%,3.53%,353%,60,3,,
977,"Convert 0.152% to a decimal fraction.",0.00152,1.52,15.2,152,60,1,,
978,"Convert 5.59% to a decimal fraction.",0.0559,0.559,5.59,55.9,60,1,,
979,"Convert 0.00398 to a percentage.",0.00398%,0.0398%,0.398%,39.8%,60,3,,
980,"Convert 225% to a decimal fraction.",0.00225,2.25,22.5,225,60,2,,
981,"Convert 0.248 to a percentage.",0.00248%,0.0248%,24.8%,248%,60,3,,
982,"Convert 0.0292 to a percentage.",0.0292%,2.92%,29.2%,292%,60,2,,
983,"Convert 744% to a decimal fraction.",0.00744,0.0744,7.44,744,60,3,,
984,"Convert 0.823 to a percentage.",0.823%,8.23%,82.3%,823%,60,3,,
985,"Convert 5.84% to a decimal fraction.",0.0584,0.584,5.84,584,60,1,,
986,"Convert 5.28 to a percentage.",0.00528%,0.528%,5.28%,528%,60,4,,
987,"Convert 7.73% to a decimal fraction.",0.0773,7.73,77.3,773,60,1,,
988,"Convert 1.89 to a percentage.",0.00189%,0.0189%,0.189%,189%,60,4,,
989,"Convert 0.671% to a decimal fraction.",0.00671,0.0671,0.671,67.1,60,1,,
990,"Convert 0.327% to a decimal fraction.",0.00327,0.327,3.27,327,60,1,,
991,"Convert 56.1% to a decimal fraction.",0.00561,0.561,56.1,561,60,2,,
992,"Convert 4.83% to a decimal fraction.",0.00483,0.0483,0.483,4.83,60,2,,
993,"Convert 0.538% to a decimal fraction.",0.00538,0.538,5.38,538,60,1,,
994,"Convert 7.28% to a decimal fraction.",0.00728,0.0728,7.28,72.8,60,2,,
995,"Convert 0.277 to a percentage.",0.00277%,0.277%,27.7%,277%,60,3,,
996,"Convert 0.00319 to a percentage.",0.00319%,0.319%,31.9%,319%,60,2,,
997,"Convert 7.84 to a percentage.",0.00784%,0.0784%,0.784%,784%,60,4,,
998,"Convert 852% to a decimal fraction.",0.0852,0.852,8.52,85.2,60,3,,
999,"Convert 2.62% to a decimal fraction.",0.0262,2.62,26.2,262,60,1,,
1000,"Convert 0.313% to a decimal fraction.",0.00313,0.0313,0.313,3.13,60,1,,
